model,reasoning_type,complexity,run,question_id,is_correct,score,tokens
claude_sonnet_4_5_20250929,weighted,2,1,q_863464,True,1.0,1613.0
claude_sonnet_4_5_20250929,weighted,2,1,q_753276,True,1.0,1850.0
claude_sonnet_4_5_20250929,weighted,2,1,q_634355,True,1.0,2542.0
claude_sonnet_4_5_20250929,weighted,2,1,q_861611,True,1.0,2624.0
claude_sonnet_4_5_20250929,weighted,2,1,q_922981,True,1.0,1992.0
claude_sonnet_4_5_20250929,weighted,2,1,q_356749,False,0.0,2043.0
claude_sonnet_4_5_20250929,weighted,2,1,q_298733,False,0.5,2316.0
claude_sonnet_4_5_20250929,weighted,2,2,q_454334,True,1.0,1570.0
claude_sonnet_4_5_20250929,weighted,2,2,q_314972,True,1.0,1507.0
claude_sonnet_4_5_20250929,weighted,2,2,q_545467,True,1.0,1587.0
claude_sonnet_4_5_20250929,weighted,2,2,q_991319,True,1.0,1876.0
claude_sonnet_4_5_20250929,weighted,2,2,q_944239,True,1.0,2638.0
claude_sonnet_4_5_20250929,weighted,2,2,q_267504,False,0.0,2573.0
claude_sonnet_4_5_20250929,weighted,2,2,q_481529,True,1.0,2221.0
claude_sonnet_4_5_20250929,weighted,2,2,q_935784,False,0.0,1982.0
claude_sonnet_4_5_20250929,weighted,2,2,q_972070,True,1.0,2163.0
claude_sonnet_4_5_20250929,weighted,2,2,q_204158,True,1.0,2909.0
claude_sonnet_4_5_20250929,weighted,2,3,q_482251,True,1.0,1184.0
claude_sonnet_4_5_20250929,weighted,2,3,q_599298,True,1.0,1965.0
claude_sonnet_4_5_20250929,weighted,2,3,q_566988,True,1.0,1672.0
claude_sonnet_4_5_20250929,weighted,2,3,q_122575,False,0.0,1559.0
claude_sonnet_4_5_20250929,weighted,2,3,q_370470,True,1.0,1915.0
claude_sonnet_4_5_20250929,weighted,2,3,q_389834,True,1.0,1847.0
claude_sonnet_4_5_20250929,weighted,2,3,q_713462,True,1.0,2027.0
claude_sonnet_4_5_20250929,weighted,2,3,q_661709,True,1.0,2045.0
claude_sonnet_4_5_20250929,weighted,2,3,q_639526,False,0.0,1956.0
claude_sonnet_4_5_20250929,weighted,2,3,q_152619,False,0.0,2008.0
claude_sonnet_4_5_20250929,weighted,3,1,q_278076,True,1.0,3198.0
claude_sonnet_4_5_20250929,weighted,3,1,q_997774,True,1.0,3302.0
claude_sonnet_4_5_20250929,weighted,3,1,q_865549,True,1.0,3395.0
claude_sonnet_4_5_20250929,weighted,3,1,q_109581,False,0.0,4166.0
claude_sonnet_4_5_20250929,weighted,3,1,q_305456,True,1.0,3773.0
claude_sonnet_4_5_20250929,weighted,3,1,q_858350,False,1.0,4187.0
claude_sonnet_4_5_20250929,weighted,3,1,q_529992,False,0.0,4495.0
claude_sonnet_4_5_20250929,weighted,3,1,q_361679,False,0.4444444444444444,4609.0
claude_sonnet_4_5_20250929,weighted,3,1,q_508273,True,1.0,6218.0
claude_sonnet_4_5_20250929,weighted,3,1,q_573613,True,1.0,6631.0
claude_sonnet_4_5_20250929,weighted,3,2,q_436836,True,1.0,2799.0
claude_sonnet_4_5_20250929,weighted,3,2,q_615025,True,1.0,2961.0
claude_sonnet_4_5_20250929,weighted,3,2,q_163034,True,1.0,3068.0
claude_sonnet_4_5_20250929,weighted,3,2,q_921827,True,1.0,3123.0
claude_sonnet_4_5_20250929,weighted,3,2,q_330900,True,1.0,3251.0
claude_sonnet_4_5_20250929,weighted,3,2,q_994296,True,1.0,3414.0
claude_sonnet_4_5_20250929,weighted,3,2,q_688191,True,1.0,3688.0
claude_sonnet_4_5_20250929,weighted,3,2,q_723334,False,0.0,3921.0
claude_sonnet_4_5_20250929,weighted,3,2,q_749733,True,1.0,5542.0
claude_sonnet_4_5_20250929,weighted,3,2,q_843520,False,0.0,5533.0
claude_sonnet_4_5_20250929,weighted,3,3,q_730666,True,1.0,3538.0
claude_sonnet_4_5_20250929,weighted,3,3,q_787516,True,1.0,4651.0
claude_sonnet_4_5_20250929,weighted,3,3,q_374718,True,1.0,4241.0
claude_sonnet_4_5_20250929,weighted,3,3,q_257518,True,1.0,4562.0
claude_sonnet_4_5_20250929,weighted,3,3,q_105589,True,1.0,4363.0
claude_sonnet_4_5_20250929,weighted,3,3,q_402899,True,1.0,4626.0
claude_sonnet_4_5_20250929,weighted,3,3,q_220189,True,1.0,4674.0
claude_sonnet_4_5_20250929,weighted,3,3,q_719781,False,0.0,4527.0
claude_sonnet_4_5_20250929,weighted,3,3,q_219727,False,0.0,6961.0
claude_sonnet_4_5_20250929,weighted,3,3,q_832605,True,1.0,6960.0
claude_sonnet_4_5_20250929,weighted,1,1,q_133167,True,1.0,1250.0
claude_sonnet_4_5_20250929,weighted,1,1,q_816058,True,1.0,1116.0
claude_sonnet_4_5_20250929,weighted,1,1,q_713576,True,1.0,1334.0
claude_sonnet_4_5_20250929,weighted,1,1,q_660959,True,1.0,1273.0
claude_sonnet_4_5_20250929,weighted,1,2,q_678269,True,1.0,747.0
claude_sonnet_4_5_20250929,weighted,1,2,q_225277,True,1.0,809.0
claude_sonnet_4_5_20250929,weighted,1,2,q_940931,True,1.0,1088.0
claude_sonnet_4_5_20250929,weighted,1,2,q_154957,True,1.0,1305.0
claude_sonnet_4_5_20250929,weighted,1,2,q_464951,True,1.0,1302.0
claude_sonnet_4_5_20250929,weighted,1,2,q_706270,True,1.0,1331.0
claude_sonnet_4_5_20250929,weighted,1,2,q_249018,True,1.0,1376.0
claude_sonnet_4_5_20250929,weighted,1,3,q_898257,True,1.0,1178.0
claude_sonnet_4_5_20250929,weighted,1,3,q_129000,True,1.0,1275.0
claude_sonnet_4_5_20250929,weighted,1,3,q_791935,True,1.0,1303.0
claude_sonnet_4_5_20250929,weighted,1,3,q_533661,True,1.0,1295.0
claude_sonnet_4_5_20250929,weighted,1,3,q_688231,True,1.0,1154.0
claude_sonnet_4_5_20250929,weighted,4,1,q_219923,True,1.0,5529.0
claude_sonnet_4_5_20250929,weighted,4,1,q_516057,True,1.0,5515.0
claude_sonnet_4_5_20250929,weighted,4,1,q_247307,True,1.0,5603.0
claude_sonnet_4_5_20250929,weighted,4,1,q_195008,True,1.0,5593.0
claude_sonnet_4_5_20250929,weighted,4,1,q_164260,True,1.0,5642.0
claude_sonnet_4_5_20250929,weighted,4,1,q_935250,True,1.0,6704.0
claude_sonnet_4_5_20250929,weighted,4,1,q_169355,True,1.0,6323.0
claude_sonnet_4_5_20250929,weighted,4,1,q_199206,True,1.0,6381.0
claude_sonnet_4_5_20250929,weighted,4,1,q_596680,False,0.5,6365.0
claude_sonnet_4_5_20250929,weighted,4,1,q_816349,False,0.4,7178.0
claude_sonnet_4_5_20250929,weighted,4,2,q_136155,True,1.0,8446.0
claude_sonnet_4_5_20250929,weighted,4,2,q_983936,True,1.0,8450.0
claude_sonnet_4_5_20250929,weighted,4,2,q_258796,True,1.0,8467.0
claude_sonnet_4_5_20250929,weighted,4,2,q_329987,True,1.0,9092.0
claude_sonnet_4_5_20250929,weighted,4,2,q_297507,True,1.0,9197.0
claude_sonnet_4_5_20250929,weighted,4,2,q_918124,True,1.0,9465.0
claude_sonnet_4_5_20250929,weighted,4,2,q_547481,True,1.0,9575.0
claude_sonnet_4_5_20250929,weighted,4,2,q_596270,False,0.6,9416.0
claude_sonnet_4_5_20250929,weighted,4,2,q_270515,True,1.0,9513.0
claude_sonnet_4_5_20250929,weighted,4,2,q_540959,False,0.0,12790.0
claude_sonnet_4_5_20250929,weighted,4,3,q_892733,True,1.0,5873.0
claude_sonnet_4_5_20250929,weighted,4,3,q_922727,True,1.0,5874.0
claude_sonnet_4_5_20250929,weighted,4,3,q_128033,True,1.0,5849.0
claude_sonnet_4_5_20250929,weighted,4,3,q_137161,True,1.0,5975.0
claude_sonnet_4_5_20250929,weighted,4,3,q_347471,True,1.0,5958.0
claude_sonnet_4_5_20250929,weighted,4,3,q_988888,False,0.0,6605.0
claude_sonnet_4_5_20250929,weighted,4,3,q_408296,False,0.0,7363.0
claude_sonnet_4_5_20250929,weighted,4,3,q_796298,False,0.4,7232.0
claude_sonnet_4_5_20250929,weighted,4,3,q_136965,False,0.5,7211.0
claude_sonnet_4_5_20250929,weighted,4,3,q_352595,False,0.0,8405.0
claude_sonnet_4_5_20250929,conflicting,2,1,q_886852,True,1.0,1810.0
claude_sonnet_4_5_20250929,conflicting,2,1,q_477375,True,1.0,1847.0
claude_sonnet_4_5_20250929,conflicting,2,1,q_882346,True,1.0,1931.0
claude_sonnet_4_5_20250929,conflicting,2,1,q_796482,True,1.0,1974.0
claude_sonnet_4_5_20250929,conflicting,2,1,q_421190,False,0.0,1899.0
claude_sonnet_4_5_20250929,conflicting,2,1,q_540576,True,1.0,1882.0
claude_sonnet_4_5_20250929,conflicting,2,1,q_889237,True,1.0,2097.0
claude_sonnet_4_5_20250929,conflicting,2,1,q_958792,True,1.0,2258.0
claude_sonnet_4_5_20250929,conflicting,2,1,q_898079,False,0.0,2088.0
claude_sonnet_4_5_20250929,conflicting,2,1,q_155096,True,1.0,2467.0
claude_sonnet_4_5_20250929,conflicting,2,2,q_834874,True,1.0,1785.0
claude_sonnet_4_5_20250929,conflicting,2,2,q_439854,True,1.0,1785.0
claude_sonnet_4_5_20250929,conflicting,2,2,q_467679,True,1.0,1887.0
claude_sonnet_4_5_20250929,conflicting,2,2,q_662192,True,1.0,1953.0
claude_sonnet_4_5_20250929,conflicting,2,2,q_800533,False,0.0,2006.0
claude_sonnet_4_5_20250929,conflicting,2,2,q_640334,True,1.0,1981.0
claude_sonnet_4_5_20250929,conflicting,2,2,q_264795,True,1.0,1998.0
claude_sonnet_4_5_20250929,conflicting,2,2,q_394127,True,1.0,1913.0
claude_sonnet_4_5_20250929,conflicting,2,2,q_725868,True,1.0,1924.0
claude_sonnet_4_5_20250929,conflicting,2,2,q_248231,True,1.0,2180.0
claude_sonnet_4_5_20250929,conflicting,2,3,q_794697,True,1.0,1814.0
claude_sonnet_4_5_20250929,conflicting,2,3,q_282933,True,1.0,1795.0
claude_sonnet_4_5_20250929,conflicting,2,3,q_887730,True,1.0,1767.0
claude_sonnet_4_5_20250929,conflicting,2,3,q_664111,True,1.0,1848.0
claude_sonnet_4_5_20250929,conflicting,2,3,q_954064,True,1.0,1920.0
claude_sonnet_4_5_20250929,conflicting,2,3,q_271826,True,1.0,1901.0
claude_sonnet_4_5_20250929,conflicting,2,3,q_942650,True,1.0,1822.0
claude_sonnet_4_5_20250929,conflicting,2,3,q_658473,True,1.0,1859.0
claude_sonnet_4_5_20250929,conflicting,2,3,q_459027,True,1.0,1934.0
claude_sonnet_4_5_20250929,conflicting,2,3,q_671748,True,1.0,1985.0
claude_sonnet_4_5_20250929,conflicting,3,1,q_279628,True,1.0,2601.0
claude_sonnet_4_5_20250929,conflicting,3,1,q_846391,True,1.0,2649.0
claude_sonnet_4_5_20250929,conflicting,3,1,q_667636,True,1.0,2581.0
claude_sonnet_4_5_20250929,conflicting,3,1,q_157869,True,1.0,2850.0
claude_sonnet_4_5_20250929,conflicting,3,1,q_354017,True,1.0,2930.0
claude_sonnet_4_5_20250929,conflicting,3,1,q_916867,True,1.0,3024.0
claude_sonnet_4_5_20250929,conflicting,3,1,q_839143,True,1.0,2594.0
claude_sonnet_4_5_20250929,conflicting,3,1,q_532864,True,1.0,3158.0
claude_sonnet_4_5_20250929,conflicting,3,1,q_277988,True,1.0,3286.0
claude_sonnet_4_5_20250929,conflicting,3,1,q_445554,True,1.0,4454.0
claude_sonnet_4_5_20250929,conflicting,3,2,q_946374,True,1.0,2871.0
claude_sonnet_4_5_20250929,conflicting,3,2,q_653902,True,1.0,2889.0
claude_sonnet_4_5_20250929,conflicting,3,2,q_118146,True,1.0,2942.0
claude_sonnet_4_5_20250929,conflicting,3,2,q_994981,True,1.0,2997.0
claude_sonnet_4_5_20250929,conflicting,3,2,q_991823,True,1.0,2906.0
claude_sonnet_4_5_20250929,conflicting,3,2,q_660859,True,1.0,3323.0
claude_sonnet_4_5_20250929,conflicting,3,2,q_667304,False,0.0,3293.0
claude_sonnet_4_5_20250929,conflicting,3,2,q_164280,True,1.0,3514.0
claude_sonnet_4_5_20250929,conflicting,3,2,q_276255,True,1.0,3660.0
claude_sonnet_4_5_20250929,conflicting,3,2,q_965853,True,1.0,4141.0
claude_sonnet_4_5_20250929,conflicting,3,3,q_272455,True,1.0,2638.0
claude_sonnet_4_5_20250929,conflicting,3,3,q_201497,True,1.0,2517.0
claude_sonnet_4_5_20250929,conflicting,3,3,q_229794,True,1.0,2690.0
claude_sonnet_4_5_20250929,conflicting,3,3,q_410320,True,1.0,2561.0
claude_sonnet_4_5_20250929,conflicting,3,3,q_294507,True,1.0,2797.0
claude_sonnet_4_5_20250929,conflicting,3,3,q_153735,True,1.0,2974.0
claude_sonnet_4_5_20250929,conflicting,3,3,q_727217,True,1.0,3077.0
claude_sonnet_4_5_20250929,conflicting,3,3,q_532702,True,1.0,3115.0
claude_sonnet_4_5_20250929,conflicting,3,3,q_416863,True,1.0,3612.0
claude_sonnet_4_5_20250929,conflicting,3,3,q_149945,False,0.0,4176.0
claude_sonnet_4_5_20250929,conflicting,1,1,q_532309,True,1.0,1460.0
claude_sonnet_4_5_20250929,conflicting,1,1,q_146868,True,1.0,1567.0
claude_sonnet_4_5_20250929,conflicting,1,1,q_127936,True,1.0,1495.0
claude_sonnet_4_5_20250929,conflicting,1,1,q_665549,True,1.0,1793.0
claude_sonnet_4_5_20250929,conflicting,1,1,q_161940,True,1.0,1687.0
claude_sonnet_4_5_20250929,conflicting,1,1,q_836946,True,1.0,1679.0
claude_sonnet_4_5_20250929,conflicting,1,1,q_525845,True,1.0,1878.0
claude_sonnet_4_5_20250929,conflicting,1,1,q_372812,False,0.0,1958.0
claude_sonnet_4_5_20250929,conflicting,1,1,q_223415,True,1.0,1995.0
claude_sonnet_4_5_20250929,conflicting,1,1,q_920055,False,0.0,2172.0
claude_sonnet_4_5_20250929,conflicting,1,2,q_368892,True,1.0,1632.0
claude_sonnet_4_5_20250929,conflicting,1,2,q_942955,True,1.0,1529.0
claude_sonnet_4_5_20250929,conflicting,1,2,q_953208,True,1.0,1547.0
claude_sonnet_4_5_20250929,conflicting,1,2,q_925167,True,1.0,1571.0
claude_sonnet_4_5_20250929,conflicting,1,2,q_940328,True,1.0,1509.0
claude_sonnet_4_5_20250929,conflicting,1,2,q_329093,True,1.0,1699.0
claude_sonnet_4_5_20250929,conflicting,1,2,q_350021,True,1.0,1733.0
claude_sonnet_4_5_20250929,conflicting,1,2,q_245002,True,1.0,1633.0
claude_sonnet_4_5_20250929,conflicting,1,2,q_721715,True,1.0,1697.0
claude_sonnet_4_5_20250929,conflicting,1,2,q_731920,True,1.0,1813.0
claude_sonnet_4_5_20250929,conflicting,1,3,q_863441,True,1.0,1752.0
claude_sonnet_4_5_20250929,conflicting,1,3,q_467762,True,1.0,1755.0
claude_sonnet_4_5_20250929,conflicting,1,3,q_197624,True,1.0,1712.0
claude_sonnet_4_5_20250929,conflicting,1,3,q_289394,True,1.0,1633.0
claude_sonnet_4_5_20250929,conflicting,1,3,q_688137,True,1.0,1614.0
claude_sonnet_4_5_20250929,conflicting,1,3,q_962684,True,1.0,1635.0
claude_sonnet_4_5_20250929,conflicting,1,3,q_994684,True,1.0,1605.0
claude_sonnet_4_5_20250929,conflicting,1,3,q_268990,True,1.0,1632.0
claude_sonnet_4_5_20250929,conflicting,1,3,q_241313,True,1.0,1766.0
claude_sonnet_4_5_20250929,conflicting,1,3,q_262964,True,1.0,1972.0
claude_sonnet_4_5_20250929,conflicting,4,1,q_801489,True,1.0,4502.0
claude_sonnet_4_5_20250929,conflicting,4,1,q_824339,True,1.0,4385.0
claude_sonnet_4_5_20250929,conflicting,4,1,q_121542,True,1.0,5350.0
claude_sonnet_4_5_20250929,conflicting,4,1,q_584767,True,1.0,5330.0
claude_sonnet_4_5_20250929,conflicting,4,1,q_743721,False,0.0,5185.0
claude_sonnet_4_5_20250929,conflicting,4,1,q_160988,True,1.0,5495.0
claude_sonnet_4_5_20250929,conflicting,4,1,q_508581,True,1.0,5351.0
claude_sonnet_4_5_20250929,conflicting,4,1,q_122222,True,1.0,5614.0
claude_sonnet_4_5_20250929,conflicting,4,1,q_576428,True,1.0,5848.0
claude_sonnet_4_5_20250929,conflicting,4,1,q_854515,False,0.0,5348.0
claude_sonnet_4_5_20250929,conflicting,4,2,q_338545,True,1.0,4336.0
claude_sonnet_4_5_20250929,conflicting,4,2,q_368500,False,0.0,4679.0
claude_sonnet_4_5_20250929,conflicting,4,2,q_914815,True,1.0,5114.0
claude_sonnet_4_5_20250929,conflicting,4,2,q_183386,False,0.0,5164.0
claude_sonnet_4_5_20250929,conflicting,4,2,q_418204,True,1.0,5024.0
claude_sonnet_4_5_20250929,conflicting,4,2,q_615458,True,1.0,5160.0
claude_sonnet_4_5_20250929,conflicting,4,2,q_748584,True,1.0,5043.0
claude_sonnet_4_5_20250929,conflicting,4,2,q_235972,False,0.0,5622.0
claude_sonnet_4_5_20250929,conflicting,4,2,q_583104,True,1.0,5770.0
claude_sonnet_4_5_20250929,conflicting,4,2,q_528408,True,1.0,5939.0
claude_sonnet_4_5_20250929,conflicting,4,3,q_850359,True,1.0,4549.0
claude_sonnet_4_5_20250929,conflicting,4,3,q_723915,True,1.0,4706.0
claude_sonnet_4_5_20250929,conflicting,4,3,q_183171,True,1.0,4609.0
claude_sonnet_4_5_20250929,conflicting,4,3,q_802777,True,1.0,4578.0
claude_sonnet_4_5_20250929,conflicting,4,3,q_883159,True,1.0,4681.0
claude_sonnet_4_5_20250929,conflicting,4,3,q_826096,True,1.0,5592.0
claude_sonnet_4_5_20250929,conflicting,4,3,q_534834,True,1.0,5638.0
claude_sonnet_4_5_20250929,conflicting,4,3,q_662973,True,1.0,5428.0
claude_sonnet_4_5_20250929,conflicting,4,3,q_549637,True,1.0,5786.0
claude_sonnet_4_5_20250929,conflicting,4,3,q_100757,True,1.0,6355.0
gpt_5_2,multihop,2,1,q_809401,False,0.0,1940.0
gpt_5_2,multihop,2,1,q_648931,True,1.0,2025.0
gpt_5_2,multihop,2,1,q_327208,True,1.0,1975.0
gpt_5_2,multihop,2,1,q_404139,False,0.0,1999.0
gpt_5_2,multihop,2,1,q_782242,True,1.0,2041.0
gpt_5_2,multihop,2,1,q_378073,True,1.0,2014.0
gpt_5_2,multihop,2,1,q_986362,True,1.0,2048.0
gpt_5_2,multihop,2,1,q_942912,False,0.5,2034.0
gpt_5_2,multihop,2,1,q_619868,True,1.0,2051.0
gpt_5_2,multihop,2,1,q_921620,True,1.0,2089.0
gpt_5_2,multihop,2,2,q_899577,False,0.0,1028.0
gpt_5_2,multihop,2,2,q_474168,True,1.0,1032.0
gpt_5_2,multihop,2,2,q_822987,True,1.0,1073.0
gpt_5_2,multihop,2,2,q_823798,True,1.0,1023.0
gpt_5_2,multihop,2,2,q_352253,True,1.0,1077.0
gpt_5_2,multihop,2,2,q_845797,True,1.0,1093.0
gpt_5_2,multihop,2,2,q_264873,False,0.0,1148.0
gpt_5_2,multihop,2,2,q_165693,True,1.0,1212.0
gpt_5_2,multihop,2,2,q_332261,True,1.0,1165.0
gpt_5_2,multihop,2,2,q_468744,True,1.0,1228.0
gpt_5_2,multihop,2,3,q_476218,True,1.0,2076.0
gpt_5_2,multihop,2,3,q_456014,False,0.0,2108.0
gpt_5_2,multihop,2,3,q_422113,True,1.0,2144.0
gpt_5_2,multihop,2,3,q_276905,True,1.0,2138.0
gpt_5_2,multihop,2,3,q_668322,True,1.0,2129.0
gpt_5_2,multihop,2,3,q_154389,True,1.0,2134.0
gpt_5_2,multihop,2,3,q_691332,False,0.0,2263.0
gpt_5_2,multihop,2,3,q_702979,True,1.0,2261.0
gpt_5_2,multihop,2,3,q_311817,True,1.0,2296.0
gpt_5_2,multihop,2,3,q_273960,True,1.0,2439.0
gpt_5_2,multihop,3,1,q_696500,True,1.0,9322.0
gpt_5_2,multihop,3,1,q_711435,True,1.0,9311.0
gpt_5_2,multihop,3,1,q_110447,True,1.0,9326.0
gpt_5_2,multihop,3,1,q_949179,True,1.0,9359.0
gpt_5_2,multihop,3,1,q_928183,True,1.0,9341.0
gpt_5_2,multihop,3,1,q_656389,False,0.5,9401.0
gpt_5_2,multihop,3,1,q_949742,True,1.0,9415.0
gpt_5_2,multihop,3,1,q_171433,True,1.0,9530.0
gpt_5_2,multihop,3,1,q_718331,True,1.0,9432.0
gpt_5_2,multihop,3,1,q_970394,True,1.0,9514.0
gpt_5_2,multihop,3,2,q_136638,True,1.0,8033.0
gpt_5_2,multihop,3,2,q_356683,True,1.0,8044.0
gpt_5_2,multihop,3,2,q_705550,False,0.0,8075.0
gpt_5_2,multihop,3,2,q_772039,True,1.0,8131.0
gpt_5_2,multihop,3,2,q_656667,False,0.0,8099.0
gpt_5_2,multihop,3,2,q_645447,True,1.0,8118.0
gpt_5_2,multihop,3,2,q_407914,True,1.0,8192.0
gpt_5_2,multihop,3,2,q_236270,False,0.0,8214.0
gpt_5_2,multihop,3,2,q_620975,True,1.0,8186.0
gpt_5_2,multihop,3,2,q_238241,False,0.0,8171.0
gpt_5_2,multihop,3,3,q_145687,True,1.0,6924.0
gpt_5_2,multihop,3,3,q_847630,True,1.0,6961.0
gpt_5_2,multihop,3,3,q_232217,True,1.0,6975.0
gpt_5_2,multihop,3,3,q_147200,False,0.0,7001.0
gpt_5_2,multihop,3,3,q_151997,False,0.5,6957.0
gpt_5_2,multihop,3,3,q_761818,True,1.0,7037.0
gpt_5_2,multihop,3,3,q_247843,False,0.0,7071.0
gpt_5_2,multihop,3,3,q_225196,False,0.0,7153.0
gpt_5_2,multihop,3,3,q_987193,True,1.0,7024.0
gpt_5_2,multihop,3,3,q_142070,True,1.0,7462.0
gpt_5_2,multihop,1,1,q_167167,True,1.0,618.0
gpt_5_2,multihop,1,1,q_383626,True,1.0,669.0
gpt_5_2,multihop,1,1,q_564488,True,1.0,639.0
gpt_5_2,multihop,1,2,q_234862,True,1.0,641.0
gpt_5_2,multihop,1,2,q_528251,True,1.0,695.0
gpt_5_2,multihop,1,2,q_323749,True,1.0,685.0
gpt_5_2,multihop,1,3,q_686839,True,1.0,770.0
gpt_5_2,multihop,1,3,q_893805,True,1.0,766.0
gpt_5_2,multihop,1,3,q_803302,True,1.0,773.0
gpt_5_2,multihop,1,3,q_680902,True,1.0,762.0
gpt_5_2,multihop,1,3,q_292391,True,1.0,764.0
gpt_5_2,multihop,1,3,q_683282,True,1.0,810.0
gpt_5_2,multihop,1,3,q_253883,True,1.0,779.0
gpt_5_2,multihop,1,3,q_475291,True,1.0,812.0
gpt_5_2,multihop,1,3,q_730503,True,1.0,770.0
gpt_5_2,multihop,1,3,q_274616,True,1.0,772.0
gpt_5_2,multihop,4,1,q_117572,False,0.0,24829.0
gpt_5_2,multihop,4,1,q_780685,True,1.0,24870.0
gpt_5_2,multihop,4,1,q_932696,True,1.0,24875.0
gpt_5_2,multihop,4,1,q_941497,True,1.0,24867.0
gpt_5_2,multihop,4,1,q_503690,True,1.0,24895.0
gpt_5_2,multihop,4,1,q_626920,True,1.0,24946.0
gpt_5_2,multihop,4,1,q_670884,True,1.0,24969.0
gpt_5_2,multihop,4,1,q_241793,False,0.5,25035.0
gpt_5_2,multihop,4,1,q_786396,False,0.5,25087.0
gpt_5_2,multihop,4,1,q_644645,False,0.0,25322.0
gpt_5_2,multihop,4,2,q_243014,True,1.0,16601.0
gpt_5_2,multihop,4,2,q_963388,True,1.0,16573.0
gpt_5_2,multihop,4,2,q_439336,False,0.0,16570.0
gpt_5_2,multihop,4,2,q_454279,False,0.0,16681.0
gpt_5_2,multihop,4,2,q_386560,True,1.0,16731.0
gpt_5_2,multihop,4,2,q_713951,False,0.5,16642.0
gpt_5_2,multihop,4,2,q_721809,False,0.0,16643.0
gpt_5_2,multihop,4,2,q_941258,True,1.0,16711.0
gpt_5_2,multihop,4,2,q_638331,True,1.0,16727.0
gpt_5_2,multihop,4,2,q_450525,True,1.0,16799.0
gpt_5_2,multihop,4,3,q_608862,True,1.0,28484.0
gpt_5_2,multihop,4,3,q_778850,False,0.0,28483.0
gpt_5_2,multihop,4,3,q_982362,True,1.0,28486.0
gpt_5_2,multihop,4,3,q_637950,False,0.0,28539.0
gpt_5_2,multihop,4,3,q_726917,True,1.0,28512.0
gpt_5_2,multihop,4,3,q_273439,True,1.0,28508.0
gpt_5_2,multihop,4,3,q_885910,False,0.0,28592.0
gpt_5_2,multihop,4,3,q_525142,False,0.0,28524.0
gpt_5_2,multihop,4,3,q_144829,False,0.0,28748.0
gpt_5_2,multihop,4,3,q_100612,True,1.0,28762.0
gpt_5_2,hierarchical,2,1,q_322710,True,1.0,740.0
gpt_5_2,hierarchical,2,1,q_904893,True,1.0,741.0
gpt_5_2,hierarchical,2,1,q_390877,True,1.0,731.0
gpt_5_2,hierarchical,2,1,q_770896,True,1.0,770.0
gpt_5_2,hierarchical,2,1,q_184621,True,1.0,768.0
gpt_5_2,hierarchical,2,1,q_712590,True,1.0,727.0
gpt_5_2,hierarchical,2,1,q_901266,True,1.0,722.0
gpt_5_2,hierarchical,2,1,q_275237,True,1.0,808.0
gpt_5_2,hierarchical,2,1,q_664453,False,0.0,746.0
gpt_5_2,hierarchical,2,1,q_705693,False,0.0,781.0
gpt_5_2,hierarchical,2,2,q_700008,True,1.0,547.0
gpt_5_2,hierarchical,2,2,q_871434,True,1.0,543.0
gpt_5_2,hierarchical,2,2,q_316392,True,1.0,559.0
gpt_5_2,hierarchical,2,2,q_531167,True,1.0,542.0
gpt_5_2,hierarchical,2,2,q_274008,True,1.0,563.0
gpt_5_2,hierarchical,2,2,q_993314,True,1.0,560.0
gpt_5_2,hierarchical,2,2,q_757781,True,1.0,543.0
gpt_5_2,hierarchical,2,2,q_429016,True,1.0,581.0
gpt_5_2,hierarchical,2,2,q_478914,True,1.0,556.0
gpt_5_2,hierarchical,2,2,q_642240,True,1.0,594.0
gpt_5_2,hierarchical,2,3,q_514106,True,1.0,591.0
gpt_5_2,hierarchical,2,3,q_730919,True,1.0,589.0
gpt_5_2,hierarchical,2,3,q_190862,True,1.0,583.0
gpt_5_2,hierarchical,2,3,q_585598,True,1.0,576.0
gpt_5_2,hierarchical,2,3,q_994582,True,1.0,591.0
gpt_5_2,hierarchical,2,3,q_884440,True,1.0,592.0
gpt_5_2,hierarchical,2,3,q_544245,True,1.0,578.0
gpt_5_2,hierarchical,2,3,q_485687,True,1.0,589.0
gpt_5_2,hierarchical,2,3,q_396279,False,0.0,594.0
gpt_5_2,hierarchical,2,3,q_588605,True,1.0,611.0
gpt_5_2,hierarchical,3,1,q_940613,True,1.0,838.0
gpt_5_2,hierarchical,3,1,q_625450,True,1.0,797.0
gpt_5_2,hierarchical,3,1,q_797357,True,1.0,839.0
gpt_5_2,hierarchical,3,1,q_525098,True,1.0,855.0
gpt_5_2,hierarchical,3,1,q_542854,True,1.0,805.0
gpt_5_2,hierarchical,3,1,q_405713,True,1.0,836.0
gpt_5_2,hierarchical,3,1,q_666755,True,1.0,864.0
gpt_5_2,hierarchical,3,1,q_208020,True,1.0,835.0
gpt_5_2,hierarchical,3,1,q_470401,True,1.0,903.0
gpt_5_2,hierarchical,3,1,q_719006,False,0.0,936.0
gpt_5_2,hierarchical,3,2,q_186882,True,1.0,750.0
gpt_5_2,hierarchical,3,2,q_563799,True,1.0,762.0
gpt_5_2,hierarchical,3,2,q_502913,True,1.0,811.0
gpt_5_2,hierarchical,3,2,q_724762,True,1.0,797.0
gpt_5_2,hierarchical,3,2,q_437762,True,1.0,825.0
gpt_5_2,hierarchical,3,2,q_402275,True,1.0,808.0
gpt_5_2,hierarchical,3,2,q_696255,True,1.0,818.0
